12450;106
12500;92
12550;94
12600;116
12650;84
12700;139
12750;118
12800;99
12850;87
12900;98
12950;82
13000;111
13050;141
13100;102
13150;129
13200;126
13250;126
13300;128
13350;150
13400;132
13450;104
13500;132
13550;128
13600;143
13650;84
13700;77
13750;124
13800;97
13850;129
13900;143
13950;142
14000;148
14050;140
14100;99
14150;126
14200;106
14250;98
14300;98
14350;91
14400;114
14450;118
14500;125
14550;86
14600;145
14650;102
14700;76
14750;112
14800;84
14850;73
14900;91
14950;94
15000;135
15050;71
15100;143
15150;142
15200;98
15250;137
15300;104
15350;135
15400;145
15450;88
15500;142
15550;97
15600;101
15650;94
15700;101
15750;111
15800;124
15850;75
15900;87
15950;126
16000;98
16050;74
16100;130
16150;106
16200;148
16250;92
16300;80
16350;72
16400;120
16450;117
16500;93
16550;74
16600;139
16650;143
16700;133
16750;97
16800;77
16850;145
16900;78
16950;71
17000;98
17050;92
17100;100
17150;137
17200;132
17250;107
17300;114
17350;91
17400;143
17450;130
17500;112
17550;72
17600;70
17650;137
17700;124
17750;85
17800;104
17850;149
17900;110
17950;76
18000;125
18050;118
18100;146
18150;129
18200;97
18250;89
18300;105
18350;149
18400;103
18450;76
18500;122
18550;74
18600;84
18650;103
18700;75
18750;117
18800;150
18850;145
18900;109
18950;103
19000;94
19050;96
19100;103
19150;150
19200;83
19250;139
19300;144
19350;114
19400;110
19450;93
19500;79
19550;100
19600;150
19650;107
19700;74
19750;136
19800;150
19850;74
19900;142
19950;148
20000;125
20050;103
20100;126
20150;100
20200;70
20250;144
20300;126
20350;83
20400;88
20450;125
20500;95
20550;141
20600;96
20650;106
20700;79
20750;147
20800;119
20850;100
20900;148
20950;126
21000;89
21050;80
21100;133
21150;111
21200;143
21250;140
21300;114
21350;82
21400;134
21450;140
21500;79
21550;140
21600;115
21650;118
21700;101
21750;118
21800;120
21850;81
21900;122
21950;86
22000;89
22050;89
22100;84
22150;117
22200;121
22250;86
22300;135
22350;128
22400;82
22450;118
22500;74
22550;116
22600;126
22650;91
22700;131
22750;144
22800;81
22850;76
22900;129
22950;114
23000;118
23050;129
23100;115
23150;87
23200;105
23250;105
23300;70
23350;110
23400;72
23450;147
23500;70
23550;123
23600;133
23650;106
23700;87
23750;91
23800;108
23850;76
23900;146
23950;82
24000;116
24050;94
24100;81
24150;75
24200;126
24250;74
24300;77
24350;73
24400;99
24450;83
24500;137
24550;95
24600;109
24650;90
24700;131
24750;123
24800;124
24850;95
24900;99
24950;116
25000;91
25050;79
25100;91
25150;92
25200;122
25250;139
25300;135
25350;127
25400;79
25450;143
25500;145
25550;112
25600;125
25650;88
25700;123
25750;136
25800;82
25850;115
25900;85
25950;72
26000;94
26050;113
26100;123
26150;134
26200;144
26250;99
26300;85
26350;90
26400;100
26450;95
26500;132
26550;113
26600;111
26650;79
26700;78
26750;94
26800;132
26850;150
26900;74
26950;78
27000;134
27050;97
27100;112
27150;77
27200;109
27250;136
27300;141
27350;100
27400;147
27450;150
27500;76
27550;103
27600;110
27650;74
27700;137
27750;144
27800;90
27850;143
27900;106
27950;144
28000;84
28050;81
28100;141
28150;134
28200;79
28250;146
28300;127
28350;128
28400;146
28450;131
28500;102
28550;73
28600;131
28650;144
28700;73
28750;97
28800;74
28850;86
28900;81
28950;73
29000;106
29050;127
29100;130
29150;127
29200;107
29250;125
29300;99
29350;91
29400;84
29450;91
29500;75
29550;91
29600;84
29650;138
29700;119
29750;83
29800;89
29850;83
29900;118
29950;150
30000;137
30050;113
30100;110
30150;80
30200;134
30250;115
30300;136
30350;95
30400;133
30450;119
30500;99
30550;132
30600;101
30650;86
30700;148
30750;76
30800;140
30850;83
30900;121
30950;125
31000;126
31050;110
31100;106
31150;129
31200;76
31250;109
31300;85
31350;119
31400;94
31450;142
31500;119
31550;149
31600;121
31650;74
31700;81
31750;126
31800;95
31850;70
31900;133
31950;102
32000;89
32050;89
32100;92
32150;150
32200;76
32250;113
32300;116
32350;142
32400;108
32450;95
32500;149
32550;107
32600;109
32650;105
32700;105
32750;138
32800;128
32850;103
32900;91
32950;89
33000;121
33050;74
33100;136
33150;148
33200;95
33250;96
33300;116
33350;73
33400;135
33450;95
33500;81
33550;103
33600;103
33650;114
33700;127
33750;112
33800;144
33850;76
33900;92
33950;97
34000;111
34050;97
34100;76
34150;124
34200;72
34250;125
34300;116
34350;107
34400;150
34450;108
34500;146
34550;123
34600;76
34650;128
34700;99
34750;147
34800;84
34850;131
34900;113
34950;82
35000;71
35050;107
35100;146
35150;111
35200;137
35250;106
35300;131
35350;112
35400;130
35450;102
35500;107
35550;121
35600;150
35650;124
35700;89
35750;102
35800;93
35850;122
35900;102
35950;149
36000;86
36050;72
36100;103
36150;129
36200;82
36250;130
36300;133
36350;93
36400;143
36450;136
36500;84
36550;148
36600;93
36650;121
36700;91
36750;121
36800;127
36850;107
36900;116
36950;144
37000;94
37050;78
37100;89
37150;115
37200;84
37250;89
37300;82
37350;71
37400;121
37450;124
37500;95
37550;91
37600;137
37650;144
37700;109
37750;92
37800;100
37850;70
37900;143
37950;119
38000;121
38050;70
38100;123
38150;76
38200;137
38250;138
38300;130
38350;73
38400;148
38450;84
38500;71
38550;143
38600;120
38650;96
38700;148
38750;74
38800;99
38850;144
38900;89
38950;86
39000;82
39050;131
39100;123
39150;74
39200;110
39250;126
39300;74
39350;116
39400;114
39450;87
39500;95
39550;89
39600;150
39650;72
39700;107
39750;140
39800;102
39850;124
39900;71
39950;102
40000;118
40050;114
40100;97
40150;130
40200;70
40250;100
40300;123
40350;109
40400;78
40450;87
40500;107
40550;149
40600;117
40650;122
40700;131
40750;121
40800;117
40850;71
40900;140
40950;149
41000;104
41050;113
41100;75
41150;118
41200;75
41250;70
41300;75
41350;150
41400;134
41450;100
41500;99
41550;74
41600;96
41650;96
41700;73
41750;144
41800;146
41850;98
41900;119
41950;140
42000;106
42050;118
42100;136
42150;126
42200;113
42250;79
42300;133
42350;147
42400;97
42450;71
42500;98
42550;82
42600;103
42650;131
42700;111
42750;84
42800;107
42850;105
42900;129
42950;127
43000;104
43050;94
43100;80
43150;132
43200;119
43250;126
43300;121
43350;98
43400;86
43450;103
43500;116
43550;135
43600;96
43650;132
43700;107
43750;92
43800;86
43850;107
43900;92
43950;75
44000;121
44050;90
44100;82
44150;108
44200;83
44250;82
44300;134
44350;74
44400;97
44450;115
44500;117
44550;71
44600;83
44650;111
44700;135
44750;82
44800;86
44850;94
44900;81
44950;137
45000;90
45050;143
45100;91
45150;118
45200;95
45250;76
45300;137
45350;88
45400;78
45450;98
45500;74
45550;99
45600;80
45650;133
45700;145
45750;104
45800;106
45850;92
45900;146
45950;145
46000;85
46050;146
46100;148
46150;105
46200;127
46250;107
46300;90
46350;101
46400;90
46450;120
46500;122
46550;130
46600;103
46650;113
46700;96
46750;149
46800;136
46850;150
46900;104
46950;97
47000;115
47050;123
47100;135
47150;126
47200;84
47250;139
47300;85
47350;131
47400;94
47450;133
47500;134
47550;124
47600;89
47650;78
47700;78
47750;116
47800;104
47850;114
47900;83
47950;127
48000;147
48050;72
48100;74
48150;137
48200;145
48250;91
48300;95
48350;70
48400;140
48450;148
48500;79
48550;111
48600;129
48650;87
48700;146
48750;130
48800;135
48850;79
48900;127
48950;74
49000;125
49050;126
49100;91
49150;120
49200;143
49250;133
49300;100
49350;91
49400;116
49450;88
49500;124
49550;122
49600;133
49650;137
49700;143
49750;127
49800;77
49850;89
49900;74
49950;103
50000;132
50050;82
50100;147
50150;79
50200;78
50250;142
50300;111
50350;72
50400;142
50450;149
50500;74
50550;150
50600;109
50650;131
50700;99
50750;90
50800;76
50850;73
50900;103
50950;121
51000;138
51050;136
51100;117
51150;79
51200;73
51250;91
51300;98
51350;75
51400;119
51450;85
51500;134
51550;86
51600;120
51650;135
51700;128
51750;70
51800;90
51850;104
51900;141
51950;115
52000;89
52050;127
52100;76
52150;79
52200;70
52250;108
52300;75
52350;137
52400;150
52450;133
52500;143
52550;70
52600;110
52650;93
52700;142
52750;122
52800;142
52850;145
52900;130
52950;99
53000;109
53050;81
53100;103
53150;131
53200;119
53250;110
53300;71
53350;134
53400;120
53450;123
53500;77
53550;122
53600;88
53650;132
53700;110
53750;116
53800;130
53850;140
53900;89
53950;84
54000;129
54050;101
54100;70
54150;87
54200;75
54250;94
54300;149
54350;137
54400;116
54450;138
54500;135
54550;122
54600;102
54650;104
54700;76
54750;87
54800;142
54850;148
54900;84
54950;124
55000;78
55050;80
55100;150
55150;78
55200;133
55250;120
55300;81
55350;119
55400;132
55450;78
55500;149
55550;131
55600;118
55650;102
55700;101
55750;107
55800;113
55850;100
55900;134
55950;116
56000;122
56050;146
56100;71
56150;143
56200;95
56250;138
56300;122
56350;91
56400;103
56450;136
56500;141
56550;83
56600;128
56650;150
56700;125
56750;140
56800;149
56850;89
56900;78
56950;145
57000;86
57050;137
57100;134
57150;136
57200;78
57250;103
57300;139
57350;77
57400;149
57450;82
57500;97
57550;138
57600;122
57650;120
57700;100
57750;81
57800;103
57850;86
57900;146
57950;122
58000;145
58050;119
58100;144
58150;121
58200;116
58250;130
58300;128
58350;108
58400;94
58450;96
58500;113
58550;144
58600;139
58650;137
58700;110
58750;106
58800;85
58850;133
58900;89
58950;148
59000;128
59050;100
59100;126
59150;93
59200;92
59250;103
59300;113
59350;94
59400;94
59450;83
59500;73
59550;85
59600;81
59650;86
59700;132
59750;73
59800;130
59850;129
59900;118
59950;95
60000;105
60050;119
60100;111
60150;85
60200;143
60250;135
60300;80
60350;143
60400;101
60450;76
60500;150
60550;106
60600;97
60650;98
60700;75
60750;106
60800;123
60850;80
60900;91
60950;98
61000;102
61050;115
61100;126
61150;133
61200;114
61250;80
61300;82
61350;75
61400;107
61450;90
61500;109
61550;79
61600;133
61650;79
61700;95
61750;99
61800;140
61850;112
61900;136
61950;75
62000;133
62050;147
62100;88
62150;85
62200;72
62250;102
62300;113
62350;76
62400;118
62450;143
62500;131
62550;76
62600;84
62650;72
62700;120
62750;135
62800;145
62850;95
62900;98
62950;88
63000;118
63050;119
63100;82
63150;144
63200;93
63250;125
63300;111
63350;74
63400;118
63450;119
63500;143
63550;77
63600;144
63650;113
63700;134
63750;93
63800;145
63850;135
63900;138
63950;120
64000;79
64050;76
64100;149
64150;73
64200;112
64250;119
64300;82
64350;76
64400;145
64450;74
64500;98
64550;131
64600;82
64650;76
64700;88
64750;85
64800;139
64850;137
64900;89
64950;82
65000;78
65050;82
65100;124
65150;145
65200;92
65250;131
65300;113
65350;107
65400;106
65450;104
65500;139
65550;105
65600;73
65650;79
65700;148
65750;81
65800;147
65850;143
65900;131
65950;111
66000;79
66050;125
66100;138
66150;132
66200;100
66250;117
66300;109
66350;73
66400;146
66450;98
66500;139
66550;71
66600;111
66650;144
66700;115
66750;95
66800;106
66850;88
66900;73
66950;119
67000;81
67050;138
67100;131
67150;74
67200;147
67250;84
67300;120
67350;142
67400;122
67450;80
67500;90
67550;100
67600;101
67650;112
67700;92
67750;107
67800;144
67850;127
67900;150
67950;108
68000;120
68050;74
68100;104
68150;71
68200;77
68250;95
68300;124
68350;130
68400;118
68450;72
68500;82
68550;91
68600;138
68650;137
68700;76
68750;105
68800;147
68850;112
68900;89
68950;100
69000;95
69050;121
69100;70
69150;72
69200;105
69250;107
69300;112
69350;135
69400;113
69450;131
69500;143
69550;138
69600;71
69650;150
69700;82
69750;122
69800;116
69850;123
69900;141
69950;146
70000;121
70050;77
70100;128
70150;76
70200;93
70250;141
70300;78
70350;104
70400;136
70450;90
70500;120
70550;108
70600;147
70650;128
70700;72
70750;142
70800;116
70850;104
70900;124
70950;102
71000;112
71050;88
71100;109
71150;72
71200;117
71250;79
71300;142
71350;130
71400;143
71450;126
71500;86
71550;75
71600;84
71650;100
71700;72
71750;101
71800;87
71850;106
71900;133
71950;90
72000;134
72050;109
72100;149
72150;128
72200;123
72250;74
72300;75
72350;118
72400;92
72450;98
72500;139
72550;89
72600;116
72650;108
72700;124
72750;72
72800;70
72850;134
72900;127
72950;76
73000;79
73050;115
73100;120
73150;130
73200;121
73250;136
73300;95
73350;73
73400;77
73450;109
73500;83
73550;88
73600;124
73650;133
73700;87
73750;84
73800;111
73850;99
73900;116
73950;123
74000;100
74050;103
74100;102
74150;118
74200;72
74250;126
74300;136
74350;107
74400;88
74450;113
74500;96
74550;83
74600;128
74650;108
74700;149
74750;122
74800;98
74850;108
74900;90
74950;89
75000;73
75050;118
75100;108
75150;132
75200;115
75250;94
75300;120
75350;136
75400;95
75450;102
75500;124
75550;133
75600;90
75650;142
75700;97
75750;144
75800;71
75850;128
75900;100
75950;145
76000;130
76050;90
76100;77
76150;87
76200;71
76250;77
76300;131
76350;149
76400;85
76450;105
76500;139
76550;138
76600;148
76650;126
76700;102
76750;106
76800;147
76850;80
76900;76
76950;146
77000;100
77050;99
77100;144
77150;129
77200;127
77250;129
77300;97
77350;102
77400;139
77450;141
77500;90
77550;88
77600;137
77650;78
77700;131
77750;125
77800;134
77850;111
77900;140
77950;107
78000;70
78050;108
78100;146
78150;76
78200;82
78250;131
78300;82
78350;115
78400;80
78450;101
78500;104
78550;149
78600;127
78650;130
78700;137
78750;113
78800;122
78850;87
78900;145
78950;144
79000;75
79050;76
79100;81
79150;86
79200;70
79250;119
79300;118
79350;139
79400;147
79450;72
79500;95
79550;79
79600;149
79650;76
79700;106
79750;96
79800;122
79850;104
79900;138
79950;145
80000;107
80050;145
80100;127
80150;99
80200;107
80250;143
80300;103
80350;101
80400;102
80450;131
80500;150
80550;115
80600;107
80650;107
80700;86
80750;125
80800;76
80850;149
80900;76
80950;123
81000;84
81050;144
81100;133
81150;141
81200;122
81250;136
81300;86
81350;84
81400;109
81450;132
81500;94
81550;136
81600;140
81650;139
81700;89
81750;85
81800;147
81850;117
81900;102
81950;78
82000;106
82050;93
82100;72
82150;130
82200;132
82250;94
82300;133
82350;146
82400;93
82450;128
82500;140
82550;122
82600;135
82650;115
82700;137
82750;75
82800;122
82850;119
82900;150
82950;75
83000;148
83050;83
83100;78
83150;73
83200;113
83250;93
83300;103
83350;145
83400;71
83450;139
83500;130
83550;98
83600;143
83650;88
83700;123
83750;144
83800;139
83850;73
83900;92
83950;116
84000;122
84050;75
84100;104
84150;106
84200;129
84250;92
84300;87
84350;119
84400;116
84450;74
84500;90
84550;84
84600;130
84650;99
84700;131
84750;75
84800;140
84850;96
84900;86
84950;104
85000;105
85050;86
85100;121
85150;81
85200;102
85250;97
85300;140
85350;99
85400;97
85450;121
85500;93
85550;145
85600;78
85650;125
85700;148
85750;119
85800;104
85850;81
85900;128
85950;99
86000;131
86050;80
86100;80
86150;93
86200;72
86250;84
86300;142
86350;150
86400;147
86450;76
86500;101
86550;85
86600;89
86650;77
86700;129
86750;71
86800;140
86850;70
86900;121
86950;99
87000;88
87050;95
87100;142
87150;148
87200;71
87250;114
87300;82
87350;120
87400;143
87450;87
87500;96
87550;71
87600;132
87650;85
87700;72
87750;134
87800;132
87850;148
87900;86
87950;148
88000;144
88050;137
88100;118
88150;133
88200;136
88250;138
88300;91
88350;84
88400;138
88450;123
88500;83
88550;142
88600;133
88650;100
88700;111
88750;87
88800;125
88850;101
88900;119
88950;123
89000;150
89050;141
89100;120
89150;119
89200;124
89250;116
89300;134
89350;93
89400;117
89450;91
89500;110
89550;101
89600;128
89650;134
89700;110
89750;116
89800;124
89850;78
89900;139
89950;117
90000;87
90050;145
90100;93
90150;83
90200;112
90250;90
90300;125
90350;103
90400;101
90450;86
90500;89
90550;138
90600;85
90650;82
90700;121
90750;144
90800;108
90850;97
90900;101
90950;80
91000;121
91050;114
91100;118
91150;80
91200;74
91250;96
91300;133
91350;78
91400;124
91450;127
91500;111
91550;113
91600;143
91650;102
91700;93
91750;135
91800;98
91850;91
91900;136
91950;83
92000;80
92050;110
92100;143
92150;105
92200;135
92250;72
92300;121
92350;115
92400;117
92450;95
92500;89
92550;93
92600;119
92650;86
92700;93
92750;114
92800;86
92850;101
92900;83
92950;73
93000;108
93050;85
93100;73
93150;121
93200;94
93250;88
93300;147
93350;110
93400;119
93450;129
93500;135
93550;126
93600;82
93650;76
93700;147
93750;119
93800;120
93850;81
93900;133
93950;122
94000;126
94050;103
94100;70
94150;77
94200;107
94250;144
94300;105
94350;83
94400;110
94450;118
94500;147
94550;137
94600;137
94650;148
94700;86
94750;72
94800;110
94850;75
94900;139
94950;73
95000;109
95050;91
95100;93
95150;92
95200;135
95250;88
95300;109
95350;143
95400;142
95450;99
95500;98
95550;76
95600;117
95650;72
95700;97
95750;107
95800;90
95850;103
95900;102
95950;141
96000;125
96050;118
96100;139
96150;97
96200;71
96250;72
96300;146
96350;127
96400;70
96450;79
96500;129
96550;126
96600;150
96650;132
96700;109
96750;97
96800;139
96850;109
96900;143
96950;123
97000;137
97050;92
97100;108
97150;96
97200;114
97250;114
97300;144
97350;94
97400;112
97450;108
97500;89
97550;130
97600;103
97650;122
97700;141
97750;84
97800;145
97850;82
97900;123
97950;80
98000;83
98050;102
98100;85
98150;126
98200;96
98250;145
98300;86
98350;83
98400;122
98450;141
98500;138
98550;150
98600;124
98650;129
98700;83
98750;81
98800;101
98850;142
98900;114
98950;96
99000;95
99050;131
99100;114
99150;100
99200;108
99250;119
99300;82
99350;86
99400;100
99450;122
99500;91
99550;96
99600;112
99650;128
99700;148
99750;100
99800;109
99850;86
99900;98
99950;135
100000;100
100050;127
100100;75
100150;149
100200;144
100250;122
100300;132
100350;122
100400;75
100450;135
100500;113
100550;91
100600;77
100650;99
100700;142
100750;91
100800;148
100850;73
100900;114
100950;111
101000;110
101050;132
101100;87
101150;130
101200;107
101250;125
101300;142
101350;143
101400;127
101450;81
101500;131
101550;87
101600;121
101650;129
101700;108
101750;86
101800;150
101850;117
101900;89
101950;119
102000;146
102050;89
102100;137
102150;131
102200;149
102250;127
102300;114
102350;99
102400;130
102450;76
102500;134
102550;104
102600;87
102650;102
102700;129
102750;142
102800;73
102850;111
102900;70
102950;128
103000;93
103050;149
103100;143
103150;93
103200;101
103250;101
103300;150
103350;70
103400;83
103450;140
103500;138
103550;120
103600;124
103650;98
103700;95
103750;87
103800;90
103850;97
103900;89
103950;101
104000;144
104050;100
104100;90
104150;148
104200;74
104250;117
104300;145
104350;123
104400;130
104450;94
104500;123
104550;145
104600;149
104650;97
104700;118
104750;86
104800;102
104850;123
104900;138
104950;89
105000;129
105050;95
105100;111
105150;73
105200;83
105250;112
105300;76
105350;139
105400;116
105450;142
105500;91
105550;75
105600;129
105650;81
105700;129
105750;74
105800;90
105850;137
105900;104
105950;139
106000;103
106050;127
106100;142
106150;76
106200;105
106250;123
106300;71
106350;120
106400;119
106450;132
106500;137
106550;75
106600;138
106650;132
106700;115
106750;88
106800;139
106850;73
106900;117
106950;117
107000;137
107050;91
107100;134
107150;127
107200;93
107250;86
107300;137
107350;75
107400;110
107450;76
107500;74
107550;116
107600;128
107650;145
107700;126
107750;141
107800;143
107850;76
107900;77
107950;118
108000;138
108050;123
108100;80
108150;85
108200;91
108250;141
108300;125
108350;81
108400;130
108450;96
108500;125
108550;123
108600;106
108650;141
108700;101
108750;96
108800;78
108850;113
108900;144
108950;116
109000;83
109050;125
109100;104
109150;81
109200;130
109250;130
109300;129
109350;89
109400;71
109450;98
109500;84
109550;146
109600;129
109650;107
109700;84
109750;119
109800;115
109850;105
109900;78
109950;116
110000;116
110050;125
110100;88
110150;93
110200;104
110250;131
110300;96
110350;147
110400;75
110450;74
110500;86
110550;87
110600;81
110650;92
110700;76
110750;77
110800;99
110850;128
110900;93
110950;112
111000;111
111050;150
111100;108
111150;71
111200;126
111250;82
111300;100
111350;114
111400;145
111450;72
111500;107
111550;95
111600;95
111650;122
111700;139
111750;141
111800;96
111850;75
111900;97
111950;126
112000;146
112050;134
112100;88
112150;140
112200;99
112250;77
112300;121
112350;128
112400;105
112450;122
112500;104
112550;142
112600;132
112650;113
112700;119
112750;132
112800;118
112850;80
112900;97
112950;106
113000;85
113050;135
113100;133
113150;79
113200;115
113250;129
113300;113
113350;148
113400;100
113450;74
113500;150
113550;150
113600;138
113650;79
113700;149
113750;87
113800;125
113850;139
113900;71
113950;144
114000;131
114050;110
114100;79
114150;71
114200;115
114250;144
114300;73
114350;81
114400;146
114450;131
114500;77
114550;147
114600;101
114650;109
114700;70
114750;121
114800;82
114850;79
114900;87
114950;115
115000;99
115050;126
115100;135
115150;141
115200;105
115250;127
115300;102
115350;89
115400;88
115450;146
115500;98
115550;73
115600;109
115650;137
115700;134
115750;120
115800;133
115850;145
115900;98
115950;136
116000;83
116050;104
116100;119
116150;111
116200;113
116250;88
116300;94
116350;90
116400;92
116450;132
116500;99
116550;141
116600;78
116650;93
116700;101
116750;102
116800;137
116850;142
116900;111
116950;127
117000;109
117050;102
117100;81
117150;102
117200;150
117250;141
117300;150
117350;99
117400;95
117450;116
117500;79
117550;94
117600;137
117650;101
117700;102
117750;96
117800;131
117850;145
117900;140
117950;79
118000;89
118050;115
118100;95
118150;71
118200;79
118250;146
118300;93
118350;118
118400;74
118450;114
118500;125
118550;81
118600;145
118650;135
118700;78
118750;80
118800;93
118850;70
118900;95
118950;78
119000;141
119050;70
119100;72
119150;81
119200;137
119250;93
119300;86
119350;141
119400;87
119450;119
119500;75
119550;117
119600;128
119650;108
119700;112
119750;116
119800;74
119850;79
119900;140
119950;95
120000;79
120050;120
120100;104
120150;77
120200;115
120250;80
120300;82
120350;94
120400;109
120450;72
120500;104
120550;110
120600;96
120650;132
120700;80
120750;107
120800;111
120850;124
120900;89
120950;82
121000;88
121050;118
121100;102
121150;87
121200;139
121250;144
121300;103
121350;122
121400;135
121450;90
121500;134
121550;134
121600;117
121650;145
121700;74
121750;84
121800;132
121850;85
121900;126
121950;148
122000;86
122050;87
122100;136
122150;121
122200;133
122250;72
122300;125
122350;89
122400;114
122450;110
122500;136
122550;145
122600;119
122650;118
122700;92
122750;98
122800;94
122850;134
122900;147
122950;81
123000;105
123050;91
123100;100
123150;114
123200;119
123250;94
123300;110
123350;112
123400;142
123450;71
123500;121
123550;70
123600;135
123650;147
123700;71
123750;98
123800;121
123850;86
123900;138
123950;147
124000;141
124050;108
124100;133
124150;70
124200;94
124250;98
124300;82
124350;114
124400;92
124450;146
124500;114
124550;126
124600;74
124650;114
124700;150
124750;115
124800;139
124850;74
124900;93
124950;104
125000;78
125050;75
125100;95
125150;80
125200;83
125250;87
125300;90
125350;138
125400;135
125450;142
125500;99
125550;143
125600;140
125650;133
125700;137
125750;135
125800;83
125850;102
125900;141
125950;133
126000;142
126050;104
126100;105
126150;139
126200;80
126250;113
126300;129
126350;130
126400;110
126450;72
126500;89
126550;111
126600;89
126650;120
126700;80
126750;79
126800;109
126850;80
126900;102
126950;135
127000;102
127050;95
127100;79
127150;149
127200;119
127250;90
127300;144
127350;122
127400;95
127450;106
127500;84
127550;118
127600;132
127650;86
127700;93
127750;73
127800;71
127850;110
127900;83
127950;71
128000;125
128050;130
128100;140
128150;139
128200;115
128250;99
128300;132
128350;74
128400;81
128450;145
128500;107
128550;105
128600;84
128650;88
128700;78
128750;76
128800;93
128850;102
128900;143
128950;128
129000;139
129050;148
129100;84
129150;144
129200;130
129250;72
129300;104
129350;130
129400;133
129450;111
129500;109
129550;108
129600;120
129650;71
129700;82
129750;131
129800;110
129850;121
129900;143
129950;105
130000;98
130050;109
130100;78
130150;141
130200;73
130250;88
130300;144
130350;149
130400;104
130450;103
130500;129
130550;148
130600;145
130650;76
130700;143
130750;81
130800;118
130850;140
130900;100
130950;106
131000;98
131050;130
131100;104
131150;96
131200;140
131250;142
131300;120
131350;100
131400;96
131450;112
131500;97
131550;116
131600;146
131650;148
131700;100
131750;119
131800;92
131850;112
131900;72
131950;93
132000;148
132050;97
132100;74
132150;119
132200;108
132250;97
132300;98
132350;136
132400;91
132450;140
132500;99
132550;125
132600;116
132650;105
132700;146
132750;91
132800;122
132850;89
132900;146
132950;98
133000;149
133050;102
133100;129
133150;76
133200;145
133250;82
133300;115
133350;105
133400;145
133450;114
133500;150
133550;114
133600;142
133650;127
133700;101
133750;121
133800;117
133850;134
133900;74
133950;74
134000;146
134050;81
134100;72
134150;148
134200;122
134250;132
134300;82
134350;86
134400;109
134450;129
134500;124
134550;142
134600;71
134650;136
134700;138
134750;150
134800;146
134850;87
134900;106
134950;92
135000;118
135050;99
135100;145
135150;91
135200;112
135250;113
135300;118
135350;136
135400;92
135450;72
135500;127
135550;106
135600;91
135650;96
135700;124
135750;106
135800;142
135850;108
135900;130
135950;113
136000;92
136050;79
136100;114
136150;100
136200;137
136250;148
136300;112
136350;92
136400;110
136450;119
136500;142
136550;112
136600;79
136650;144
136700;143
136750;73
136800;81
136850;86
136900;150
136950;71
137000;122
137050;150
137100;125
137150;82
137200;99
137250;80
137300;83
137350;103
137400;97
137450;103
137500;79
137550;134
137600;124
137650;148
137700;76
137750;99
137800;132
137850;139
137900;138
137950;129
138000;74
138050;74
138100;129
138150;104
138200;92
138250;137
138300;86
138350;124
138400;122
138450;112
138500;93
138550;91
138600;114
138650;128
138700;100
138750;119
138800;119
138850;88
138900;85
138950;123
139000;90
139050;82
139100;96
139150;91
139200;113
139250;120
139300;132
139350;75
139400;127
139450;123
139500;125
139550;103
139600;121
139650;103
139700;101
139750;88
139800;121
139850;80
139900;139
139950;71
140000;128
140050;91
140100;75
140150;111
140200;70
